#ID	length	GC	coverage	Taxonomic assignment	NCBI taxaid lineage	scores	reason	bin	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
k141_43210	4113	52.638	8.24	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 4/4 ORFs	22	0	0.0734907	1.13774	6.4327	0	0.138038	0	0.149531	0.255023	0.529201
k141_67866	11851	56.063	36.41	Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;Faecalibaculum rodentium;	1;131567;2;1783272;1239;526524;526525;128827;1729679;1702221	1.00;1.00;1.00;1.00;1.00;0.99;0.99;0.99;0.99;0.65	based on 12/12 ORFs	7	3.62685	0.00885197	3.31468	3.90113	0.109957	0.0166267	0	0	1.17751	0.96676
k141_91208	5164	41.964	20.44	Bacteria;	1;131567;2	1.00;0.90;0.90	based on 5/5 ORFs	23	0.548607	0.0466206	2.34569	9.67988	0.0965184	3.50271	0	0.0474293	0.97068	1.00713
k141_43220	2852	52.595	8.84	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	26	6.04984	0	2.80992	2.48905	0	2.29672	0	0	0	0.917187
k141_17363	21697	49.394	18.03	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 20/20 ORFs	26	0.867321	0	0.219755	0.397809	0.0136686	0.148812	0.00487562	0.0107468	0	0.117271
k141_91216	3723	55.573	6.14		1;131567	1.00;1.00	based on 4/4 ORFs	17	0	0	0	0	1.29985	0	5.21619	0	0.207501	0.107647
k141_5358	5921	50.211	35.46	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.90;0.90;0.90;0.90;0.90	based on 7/7 ORFs	3	0.0379359	1.17024	0.0686246	0	1.24808	0.199824	3.33894	0.0721538	0	0.0425596
k141_43228	2528	50.356	6.13	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	18	1.04054	1.55627	0.188229	0.395994	2.8192	2.19237	1.79575	0	0	0.933884
k141_91225	3186	55.838	217.85	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;	1;131567;2;1783270;68336;976;200643;171549;815;909656	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.71	based on 2/2 ORFs	9	18.9984	75.2016	13.8655	7.72881	53.8828	41.8694	73.6018	0.124603	0	4.55677
k141_43248	3270	44.312	8.36	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 4/5 ORFs	26	5.59704	0	1.23748	2.13005	0.120353	1.09192	0.107326	0	0.268974	0.976764
k141_54888	3407	52.363	9.76	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 5/5 ORFs	22	0	0	3.00534	8.82985	0	0	0	0	0.123889	0.257083
k141_29415	56919	56.514	40.08	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;	1;131567;2;1783257;74201;203494;48461;1647988;239934	1.00;0.98;0.98;0.87;0.87;0.87;0.87;0.87;0.62	based on 49/49 ORFs	20	0.259444	0.0203381	0.424025	0.475323	1.36487	0.199656	0.060219	0.00975989	0.158908	0.171323
k141_5399	2603	50.134	6.72		1	1.00	based on 2/2 ORFs	17	0	0.183485	0	0	1.89935	0	7.96065	0	0	0
k141_54894	3033	46.555	8.29	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 4/5 ORFs	26	6.07219	0.135147	1.56919	2.33839	0	1.52308	0	0	0	0.973181
k141_5401	2706	54.139	5.75		1	1.00	based on 2/2 ORFs	17	0	0	0	0	1.93326	0.318905	6.58253	0	0	0
k141_67915	2708	47.784	6.35	Bacteria;Bacillota;Clostridia;Eubacteriales;NA;NA;Eubacteriales bacterium;	1;131567;2;1783272;1239;186801;186802;39779;2831996	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 1/1 ORFs	14	0.181361	0	0.328075	0	0	0	0	0	0.980502	9.96979
k141_67919	3056	54.777	11.82	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	16	0	0.26624	0	2.70979	0.413397	0.25004	0	8.66748	0	5.27223
k141_29434	10540	53.074	10.20	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 6/6 ORFs	3	0.0239436	0.55955	0.0108283	0.056951	1.06576	0.189181	1.93179	0.113851	0.0258896	0.0940165
k141_54918	3248	45.505	4.66	Bacteria;	1;131567;2	1.00;1.00;0.91	based on 6/6 ORFs	17	0	0.117847	0	0.239889	1.70785	0	3.91624	0	0.136315	0
k141_79526	21979	52.850	10.19	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 18/20 ORFs	3	0.0110125	0.265077	0.0149409	0.00261937	0.482187	0.203025	0.943134	0.0314185	0	0.0123547
k141_29441	2683	26.426	5.16	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	1	1.66281	0	0.167109	2.10937	0	1.94638	0	0.175703	0.399544	3.52367
k141_67942	2767	52.945	6.75		1;131567	1.00;1.00	based on 3/3 ORFs	17	0	0	0	0	2.68939	0	6.59528	0	0.187827	0
k141_79528	3971	49.887	18.22		1;131567	1.00;0.59	based on 4/4 ORFs	17	0.0843415	0	0	0	1.22418	0	3.49334	0	0	0.094621
k141_54932	3129	50.815	13.64	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;0.84;0.84	based on 4/4 ORFs	23	0	0	2.4573	15.509	0	0	0	0	0	0.457191
k141_67958	2522	37.669	6.47	Bacteria;Pseudomonadota;Gammaproteobacteria;	1;131567;2;1224;1236	1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	13	0	0	0	0	0	0	0	10.5391	0	0
k141_29458	5955	44.366	5.78	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 6/6 ORFs	26	2.43776	0	0.780197	0.53523	0.0362902	0.329248	0	0	0.081104	0.210375
k141_54934	3459	47.441	6.79		1;131567	1.00;1.00	based on 2/2 ORFs	17	0	0	0	0	1.39828	0	6.13872	0	0.120192	0.124706
k141_5403	29795	47.250	8.73		1	1.00	based on 23/23 ORFs	13	0.00149815	0	0	0.00142536	0	0.0131522	0.00129274	1.22669	0.00647961	0
k141_54935	5731	46.327	7.91	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 7/9 ORFs	26	3.68487	0	0.659253	0.616413	0	0.924271	0	0.0385087	0	0.772281
k141_29476	3069	55.002	8.07	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;0.81;0.81	based on 3/3 ORFs	22	0.141204	0	2.04346	8.59802	0	0.247927	0.121844	0	0.30536	0.158414
k141_79531	16989	39.349	7.73	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;1.00;1.00;0.97	based on 16/16 ORFs	13	0.00921585	0	0.00416778	0	0.00445879	0.0485437	0.00397615	1.91937	0.00996484	0.0155086
k141_67977	4669	40.437	6.93	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;0.74;0.74;0.60	based on 5/5 ORFs	13	0	0	0	0	0.0590344	0.10712	0.0526443	5.97598	0.131934	0
k141_67986	5821	39.735	9.65	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.87;0.87	based on 6/6 ORFs	10	0	0.880575	0.177507	0.0746874	0.531723	0	1.18542	3.95667	0	0.0440344
k141_29479	9446	57.411	10.02	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.77;0.77;0.77	based on 5/5 ORFs	28	0.0596218	0.417999	0.0134817	0	2.06249	1.8058	0.0385855	0.949726	0	0.0167221
k141_91238	51625	44.922	11.53	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.96;0.96;0.88;0.88;0.88;0.88;0.88;0.82;0.68	based on 40/40 ORFs	10	0.00149707	0.106823	0.0406221	0.00522258	0.0574618	0.0306665	0.121	0.586567	0.0026979	0.000559844
k141_67991	3214	44.493	7.30	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.83;0.83;0.83;0.83;0.83	based on 4/4 ORFs	26	5.15002	0	1.28098	1.95993	0.124584	1.35636	0	0	0.556858	0.433328
k141_29489	5948	56.859	5.31	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;0.93;0.93;0.77;0.77;0.77;0.70;0.70;0.70;0.70	based on 7/7 ORFs	14	0	0.070281	0	0.143064	0.181878	0.264019	0	0.0357501	0.894245	3.54262
k141_17497	27299	41.192	21.83	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.81;0.81;0.81;0.74;0.74	based on 26/29 ORFs	24	1.94703	0	0.710231	0.103574	0.0189956	0.0156673	0	0.00169717	0.0212263	0.716765
k141_67994	5903	45.621	6.44	Bacteria;Bacillota;Clostridia;NA;NA;NA;Clostridia bacterium;	1;131567;2;1783272;1239;186801;348841;2044939	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	15	0	0.0356783	0	0.0363134	0.0738647	0.0670149	0	0	4.99362	0
k141_91241	12898	51.613	9.84	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 10/10 ORFs	22	0.0639567	0.00747318	0.513397	2.47201	0.0464151	0.224591	0	0	0.0432216	0.152472
k141_29499	8164	44.133	7.02	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 6/6 ORFs	15	0.0598627	0	0	0	0	0	0	0	3.9484	0.0223862
k141_17500	11918	56.713	22.76	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.94;0.94;0.94	based on 11/11 ORFs	28	0	0.341356	0	0.00890852	1.32281	1.61115	0.0403982	0.837029	0.0101244	0.0105046
k141_68016	7194	47.498	12.00	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 6/6 ORFs	10	0.0256981	0.696638	0.534598	0.0488992	0.47246	0.180483	0.643067	4.49673	0.0277866	0.0576602
k141_68020	6152	49.740	8.49	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 7/7 ORFs	26	2.63554	0.0328486	0.762814	1.4042	0	0.493599	0	0	0	0.315388
k141_91264	5509	40.025	10.06	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;0.95;0.95;0.83	based on 9/9 ORFs	13	0	0	0	0	0	0	0.0756281	4.75093	0.0473839	0
k141_17510	12364	52.443	12.71	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 8/8 ORFs	16	0.0522005	0	0.0157381	0.92707	0.202044	0.320788	0	1.92778	0.0564429	1.26886
k141_68026	2685	33.296	13.88	Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum*;	1;131567;2;200930;68337;191393;2945020;248038*	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	1	1.66033	0	0	3.86142	0.892553	1.94348	0.159188	0	0.797898	2.48359
k141_68030	2880	45.069	42.33	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	18	0.801726	2.24831	0.435087	0.610221	2.94796	2.25228	1.52197	0	0	0.539664
k141_29558	2966	59.407	5.21	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	14	0.151182	0.141321	0.683704	0.287674	0	0	0	0	0.98081	7.29312
k141_5417	67970	55.463	14.33	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;0.96;0.96;0.65;0.65;0.65;0.65;0.65	based on 47/48 ORFs	5	0.224544	0.00618933	0.178099	0.158309	0.0284131	0.0561055	0.0069554	0.00301146	0.00124509	0.312305
k141_29564	3206	45.945	7.74	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	1;131567;2;1783272;1239;186801;3085636;186803	1.00;1.00;1.00;1.00;1.00;1.00;0.53;0.53	based on 4/4 ORFs	23	0.258788	0	1.75551	7.26336	0	1.13595	0	0	0.55964	0.290329
k141_91291	3621	37.918	6.64	Bacteria;	1;131567;2;1783272	1.00;1.00;1.00;0.95	based on 3/3 ORFs	15	0.101434	0	0	0	0	0.534295	0	0	8.55487	0
k141_43267	121088	47.904	50.64	Bacteria;	1;131567;2	1.00;0.77;0.77	based on 96/97 ORFs	25	0.296248	0.24284	0.195999	0.135836	0.045202	0.0697571	0.17963	0.175542	0.000882706	0.51695
k141_68038	16140	52.974	9.01	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.83;0.83;0.77	based on 15/15 ORFs	22	0.0204218	0.0143174	0.355569	1.85068	0.0148206	0.116534	0.00440547	0.00971052	0.0772853	0.103099
k141_5449	3096	50.904	8.23	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	26	5.96633	0	1.25498	1.98017	0.268523	2.67983	0	0	0.150029	0.778315
k141_68047	2575	38.330	7.55	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;1.00;1.00;1.00	based on 2/4 ORFs	13	0	0	0	0	0	0	0	12.7803	0.216881	0
k141_68051	2959	43.968	12.29	Bacteria;	1;131567;2	1.00;0.64;0.64	based on 4/4 ORFs	23	0	0.283982	1.37388	6.50332	0	2.40032	0	0.144454	3.4491	4.60109
k141_43285	8274	39.461	10.39	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Duncaniella;Duncaniella freteri;	1;131567;2;1783270;68336;976;200643;171549;2005473;2518495;2530391	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.96;0.72;0.72	based on 6/6 ORFs	3	0.0194272	0.962487	0.0175715	0.0369668	0.977519	0.375214	2.59836	0.147801	0.0210061	0.021795
k141_17572	12325	48.738	10.38	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 9/9 ORFs	22	0.0262657	0	0.459298	2.4823	0.0169437	0.107607	0	0.0166524	0.0568007	0.166979
k141_29606	2779	58.078	5.69	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;NA;Lachnospiraceae bacterium;	1;131567;2;1783272;1239;186801;3085636;186803;186928;1898203	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 4/4 ORFs	14	0	0	0.311525	0	0	0	0	0	1.30346	8.50086
k141_17573	2651	47.605	9.04	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.53;0.53;0.53;0.53;0.53	based on 5/5 ORFs	28	0	0.707605	0	0	5.85981	5.98095	0	3.41943	0	0
k141_29607	4818	38.232	20.74	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/5 ORFs	24	9.51077	0	4.04204	0.545103	0.110879	0.201193	0	0.0544861	0	4.49937
k141_5475	7652	47.321	10.16	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 9/11 ORFs	27	0.40885	0	1.97225	1.4479	0.0659362	1.71489	0.058799	0	0.687676	0.152893
k141_29613	2811	45.927	5.80	Bacteria;	1;131567;2	1.00;1.00;0.83	based on 4/4 ORFs	26	4.54447	0	1.52236	1.7615	0	0.886577	0	0	0	0.188828
k141_43290	13338	37.652	8.21	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;1.00;1.00;0.97	based on 11/11 ORFs	13	0.00747583	0.0139765	0.00676174	0	0	0.0525044	0	2.56652	0.0161668	0.0335479
k141_54940	121746	50.261	28.21	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;	1;131567;2;1783270;68336;976;200643;171549;2005473	1.00;0.85;0.85;0.72;0.72;0.72;0.72;0.72;0.51	based on 117/118 ORFs	24	0.534873	0.000335506	0.191208	0.0540389	0.00494901	0.0699504	0.000387132	0.000170663	0.0132919	0.187438
k141_29633	3135	48.644	5.09	Bacteria;	1;131567;2	1.00;0.83;0.83	based on 4/4 ORFs	17	0	0	0	0	1.04753	0	5.25456	0	0	0
k141_17593	13256	65.533	30.11	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;uncultured Alistipes sp.*;	1;131567;2;1783270;68336;976;200643;171549;171550;239759;538948;538949*	1.00;1.00;1.00;0.97;0.97;0.97;0.97;0.97;0.86;0.86;0.67;0.67	based on 12/13 ORFs	19	0.128666	0.905597	0.0684566	0.194425	0.776307	1.31561	0.555128	0.863726	0.0163674	0.0849106
k141_91323	32140	41.948	107.02	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;	1;131567;2;1783270;68336;976;200643;171549;815	1.00;0.95;0.95;0.81;0.81;0.81;0.80;0.80;0.65	based on 28/28 ORFs	9	0.988805	3.72734	0.698714	0.466708	2.75579	1.92152	3.69846	0.00244883	0.00696072	0.179109
k141_5490	9074	50.253	5.91	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 7/7 ORFs	17	0.0323053	0.0150992	0	0	0.672084	0.0567217	1.85376	0	0.0174654	0
k141_43309	3501	44.216	7.29	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 4/4 ORFs	18	0.976561	1.31859	0.88328	1.23882	1.9949	0.762066	1.31082	0	0	0.608657
k141_29646	3314	51.479	5.29		1;131567	1.00;0.80	based on 5/5 ORFs	17	0	0	0.219061	0	1.87486	0.425248	4.59776	0	0.13094	0
k141_17604	3566	46.495	12.04	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 4/5 ORFs	22	0.313761	0	1.04057	9.05506	0.202404	0.918172	0	0	0.339261	0.586671
k141_91325	12009	49.255	9.84	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;0.99;0.99;0.99;0.99;0.99	based on 19/19 ORFs	22	0.0276661	0.0172412	0.583881	2.69362	0.0178472	0.0809605	0	0.0175403	0.0498577	0.196574
k141_5511	2826	49.611	6.60		1	1.00	based on 5/5 ORFs	17	0	0	0	0	1.77256	0	6.89757	0	0	0
k141_17613	9487	58.754	8.51	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;0.84;0.78;0.78	based on 10/10 ORFs	28	0	0.248636	0	0.028118	1.40127	2.15346	0.0510036	0.91343	0	0.0828895
k141_91327	2934	52.215	6.27	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 3/3 ORFs	17	0	0	0	0	2.84044	0.542534	5.46591	0	0.167054	0
k141_5519	2649	37.033	5.62	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;1.00;1.00;0.72	based on 3/3 ORFs	13	0.379059	0	0.171426	0	0	0.332777	0	8.29113	0	0
k141_43339	4752	53.430	8.45	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;0.67;0.67;0.67	based on 4/4 ORFs	22	0.294482	0.0550551	0.95887	5.65954	0.11398	0.310231	0	0	0.318415	0.396447
k141_17623	5256	52.207	9.52	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;0.89;0.89;0.89;0.89;0.89	based on 3/5 ORFs	28	0	0.945058	0	0.0458038	2.84166	3.29663	0.0415421	1.87712	0.104111	0
k141_54985	17456	43.962	12.96	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	1;131567;2;1783270;68336;976;200643;171549;815;816	1.00;0.86;0.86;0.86;0.86;0.86;0.86;0.86;0.86;0.86	based on 12/12 ORFs	10	0.00436467	0.35904	0.098694	0.0124579	0.270298	0.061308	0.33143	1.99238	0	0.00979327
k141_5534	2596	41.140	6.78		1	1.00	based on 3/3 ORFs	13	0	0	0	0	0	0	0	10.5099	0	0
k141_17628	8030	43.537	16.00	Bacteria;	1;131567;2	1.00;0.98;0.98	based on 11/11 ORFs	23	0.474393	0	0.914124	3.8855	0	1.59345	0	0.03923	1.73956	0.60163
k141_5539	2944	39.368	7.30	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	13	0.153449	0	0	0	0.148483	0	0	10.0692	0	0.172152
k141_43353	6038	49.470	9.51	Bacteria;	1;131567;2	1.00;0.98;0.98	based on 7/7 ORFs	14	0.10944	0	0.164977	0	0.0705987	0.448362	0	0.0346923	3.07669	3.88798
k141_54999	2773	50.667	4.10	Bacteria;	1;131567;2	1.00;1.00;1.00	based on 4/4 ORFs	17	0	0	0	0	1.84097	0	3.88036	0	0	0.194038
k141_68058	75099	53.561	14.01	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;0.98;0.97;0.61;0.61;0.61;0.61;0.61	based on 65/65 ORFs	5	0.198557	0.00374741	0.145251	0.145834	0.0239593	0.0385063	0.00590104	0.00381242	0.00356973	0.293393
k141_17639	4888	51.964	9.50	Bacteria;	1;131567;2	1.00;1.00;0.83	based on 6/6 ORFs	17	0.0556645	0.0520341	0	0.0529602	1.29271	0	3.45835	0	0.0601885	0
k141_29727	3389	56.683	7.51	Bacteria;	1;131567;2	1.00;1.00;0.75	based on 2/2 ORFs	17	0	0	0	0	1.68074	0	6.89453	0	0	0
k141_68063	5769	48.899	8.13	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;0.97;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94;0.94	based on 6/9 ORFs	28	0	0.336195	0	0	2.28141	2.66624	0	1.71014	0	0.134495
k141_17640	3450	37.101	8.07	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;0.90;0.90;0.90;0.75	based on 4/4 ORFs	13	0	0	0	0	0	0.196191	0	9.66992	0	0
k141_5558	6486	41.335	8.85	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;1.00;1.00;1.00;1.00;0.87	based on 7/7 ORFs	13	0	0	0	0	0	0.166527	0	5.62221	0.0341839	0
k141_55023	7116	55.495	10.60	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium;	1;131567;2;1783270;68336;976;200643;171549;2005473;2006847;2498093	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 5/5 ORFs	28	0.052529	0.368273	0	0	2.821	3.41253	0.0679905	1.17394	0	0.0294656
k141_68080	3622	52.568	10.56	Bacteria;Bacillota;	1;131567;2;1783272;1239	1.00;1.00;1.00;1.00;1.00	based on 3/3 ORFs	22	0.912403	0.189532	1.6505	8.00559	0.196194	1.246	0.0874786	0	0.986556	2.04721
k141_55024	5928	38.209	7.77	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 5/5 ORFs	18	0.643389	0.813695	0.479239	0.504109	1.09865	0.79741	1.27364	0.0359918	0	0.254755
k141_68087	2899	49.431	8.25	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	15	0.15825	0	0	0	0.306257	3.33428	0.136553	0	12.1489	0.177538
k141_17661	2658	44.921	8.00	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;	1;131567;2;1783270;68336;976;200643;171549	1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00	based on 2/2 ORFs	18	0.376497	2.28762	1.0216	1.43282	2.73234	3.6358	1.94926	0	0	0.844767
k141_68088	5690	53.163	8.90	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Schaedlerella;uncultured Schaedlerella sp.*;	1;131567;2;1783272;1239;186801;3085636;186803;2676048;2676054;2676055*	1.00;1.00;1.00;0.70;0.70;0.70;0.70;0.70;0.70;0.70;0.70	based on 3/3 ORFs	22	0.123236	0	1.1518	4.88537	0	0.288504	0	0	0.222086	0.276512
k141_5584	12184	36.449	7.74	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;	1;131567;2;1224;1236;91347	1.00;0.91;0.91;0.91;0.91;0.73	based on 9/10 ORFs	13	0	0.00837472	0.00810327	0.00852379	0.0260072	0.0943818	0	2.66676	0.0290615	0.0201019
k141_17664	10094	47.929	17.20	Bacteria;Bacillota;Clostridia;	1;131567;2;1783272;1239;186801	1.00;1.00;1.00;1.00;1.00;0.90	based on 13/13 ORFs	22	0.0391594	0	0.649346	3.29103	0	0.0687561	0	0	0.0423419	0.161084
